FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,lngC,latC
122,2651,2080,桂林学院,4145013641.000000000000000,广西壮族自治区教育厅,桂林市,本科,民办,桂林学院,f2f15ffbad4b3f8b631c6740,雁山区,110.273798099999993,25.097724410000001,33.5446014,110.273797954000003,25.097725030599999
123,2594,2059,广西师范大学,4145010602.000000000000000,广西壮族自治区,桂林市,本科,公办,广西师范大学(雁山校区),14cd0270ddbbf7b003ec0148,雁山区,110.284158000000005,25.096647969999999,128.0690002,110.283183230999995,25.097760462099998
124,1513,1149,仰恩大学,4135011784.000000000000000,福建省教育厅,泉州市,本科,民办,仰恩大学,b7021bf843b4a9f9f4e73b0d,洛江区,118.604095400000006,25.112956709999999,111.7699966,118.605969320000000,25.112722144399999
125,2637,2073,桂林旅游学院,4145011837.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林旅游学院(雁山校区),56e88cba76b39c64a5c7569c,雁山区,110.296194499999999,25.124298740000000,97.8520966,110.295976358999994,25.125575874700001
126,2991,2437,云南农业大学,4153010676.000000000000000,云南省,昆明市,本科,公办,云南农业大学,369ed551758b5d0affa77874,盘龙区,102.747740600000000,25.131808140000000,83.7917023,102.748504683999997,25.133299590099998
127,3023,2446,保山学院,4153010686.000000000000000,云南省,保山市,本科,公办,保山学院,4edf9fbfdd1364e9cc06a4ff,隆阳区,99.160521579999994,25.137979040000001,47.6002998,99.161347661600004,25.138346987599999
128,2592,2058,桂林医学院,4145010601.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林医学院(临桂校区),23c39392688a133f4d776ef1,临桂区,110.157787799999994,25.226792809999999,50.1796989,110.157773805999994,25.225491952199999
129,2985,2435,云南大学,4153010673.000000000000000,云南省,昆明市,本科,公办,云南大学滇池学院,e4b8a9ef48920a4feb56fa5d,嵩明县,103.001729299999994,25.233707530000000,33.1104012,103.001439246000004,25.233693763200002
130,3065,2460,昆明城市学院,4153013330.000000000000000,云南省教育厅,昆明市,本科,民办,昆明城市学院(杨林校区),9386eb1c23a8cac341e1923a,嵩明县,103.008077999999998,25.237675750000001,33.7436981,103.007784619999995,25.236393667900000
131,3069,2462,昆明医科大学海源学院,4153013332.000000000000000,云南省教育厅,昆明市,本科,民办,昆明医科大学海源学院,917a75bf8b5b2c8f02294fb4,嵩明县,102.991340300000005,25.244484889999999,41.9518013,102.991229748999999,25.244520376400001
132,3072,2464,云南工商学院,4153013909.000000000000000,云南省教育厅,昆明市,本科,民办,云南工商学院,ecb0eb2e67929a19157643e8,嵩明县,103.003899899999993,25.243875379999999,59.2373009,103.004065967000003,25.243549882300002
133,3066,2461,昆明文理学院,4153013331.000000000000000,云南省教育厅,昆明市,本科,民办,昆明文理学院(杨林校区),a1418eb4825bfe02ebe582e6,嵩明县,102.995668199999997,25.249068500000000,34.4570007,102.995694147999998,25.249092317500001
134,2595,2059,广西师范大学,4145010602.000000000000000,广西壮族自治区,桂林市,本科,公办,广西师范大学(育才校区),68fb9b31f02dd5888bdb73e8,七星区,110.322559999999996,25.268190300000001,37.3781013,110.322724675000003,25.268002868300002
135,2576,2054,桂林理工大学,4145010596.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林理工大学(屏风校区),8ace5bd3f19af471cae33c51,七星区,110.311983799999993,25.283789800000001,32.1343002,110.312689747999997,25.283868233000000
136,2636,2072,桂林航天工业学院,4145011825.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林航天工业学院,e91f7a5ce1b5f579c27da2e8,七星区,110.366618599999995,25.285256879999999,68.3522034,110.368867753000004,25.282503750200000
137,2571,2053,桂林电子科技大学,4145010595.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林电子科技大学(金鸡岭校区),c1c5577b076099ead6b74e4f,七星区,110.333336299999999,25.286986880000001,30.5660000,110.332435625000002,25.287051272500001
138,2572,2053,桂林电子科技大学,4145010595.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林电子科技大学(花江校区),1dfaeff91d04cb072902e1f9,灵川县,110.411090500000000,25.314224129999999,188.3580017,110.410872338000004,25.313689294900001
139,1510,1148,莆田学院,4135011498.000000000000000,福建省,莆田市,本科,公办,莆田学院(紫霄校区),6d13b6c9acca482821022070,荔城区,119.048347800000002,25.511480989999999,54.5312996,119.049219747999999,25.511741347699999
140,3017,2444,曲靖师范学院,4153010684.000000000000000,云南省,曲靖市,本科,公办,曲靖师范学院,7e8bd5c824f0456c41d63ee8,麒麟区,103.748954900000001,25.525356649999999,76.4527969,103.748028918000003,25.525916583200001
141,3000,2440,大理大学,4153010679.000000000000000,云南省,大理白族自治州,本科,公办,大理大学,10b74c3050db4120fe0eb0d4,大理市,100.154202799999993,25.673358360000002,132.0119934,100.152119232000004,25.674540996699999
142,2281,1774,湘南学院,4143010545.000000000000000,湖南省,郴州市,本科,公办,湘南学院,f6ca48a2e7a86559354aae78,苏仙区,113.095465000000004,25.787162410000001,52.5368004,113.095740602000006,25.786910957100002
143,1577,1222,江西理工大学,4136010407.000000000000000,江西省,赣州市,本科,公办,江西理工大学(三江校区),f545f9626502889cd23ce3e1,南康区,114.758642399999999,25.798098860000000,109.1740036,114.758454772999997,25.796376575499998
144,1601,1230,赣南师范大学,4136010418.000000000000000,江西省,赣州市,本科,公办,赣南师范大学(黄金校区),6f437239a5c294e7dbecedee,章贡区,114.881783900000002,25.799231310000000,101.2939987,114.881749361999994,25.799208776000000
145,1665,1252,赣南科技学院,4136013434.000000000000000,江西省,赣州市,本科,公办,赣南科技学院,d5fda0919eafd28680a00c7e,章贡区,114.913131199999995,25.841322250000001,35.5541992,114.912982251000003,25.841230428399999
146,1536,1155,福州工商学院,4135012993.000000000000000,福建省教育厅,福州市,本科,民办,福州工商学院,e02af4abab03d6ef0d0a7087,永泰县,119.051987800000006,25.906531170000001,51.6707001,119.052374465000000,25.907446312400001
147,1547,1162,福州外语外贸学院,4135013762.000000000000000,福建省教育厅,福州市,本科,民办,福州外语外贸学院,f2f9c17bf0f4907a17b54b65,长乐区,119.495177799999993,25.925667279999999,36.0537987,119.496251724999993,25.926254426600000
148,1471,1137,福建师范大学,4135010394.000000000000000,福建省,福州市,本科,公办,福建师范大学(旗山校区),8373d8334f1a8b9c246e9820,闽侯县,119.206112000000005,26.029082580000001,156.2649994,119.205503894000003,26.030742419100001
149,1462,1133,福建农林大学,4135010389.000000000000000,福建省,福州市,本科,公办,福建农林大学(旗山校区),bcf081c4ba09638ba4c756fe,闽侯县,119.177020900000002,26.056265119999999,50.5407982,119.176330140000005,26.059494929800000
150,1458,1131,福州大学,4135010386.000000000000000,福建省,福州市,本科,公办,福州大学(旗山校区),82f49536160288bb7f29bd76,闽侯县,119.192113000000006,26.059395930000001,164.5359955,119.193660281000007,26.059878197900002
151,1555,1163,福建江夏学院,4135013763.000000000000000,福建省,福州市,本科,公办,福建江夏学院(大学城校区),4ce10ce6f91b0ba1451a32ae,闽侯县,119.188344400000005,26.068422410000000,44.9583015,119.189348444000004,26.069824938000000
152,1474,1138,闽江学院,4135010395.000000000000000,福建省,福州市,本科,公办,闽江学院,5c56edd6ebd7c55aa0d230ae,闽侯县,119.165560799999994,26.069434860000001,121.2080002,119.162931735000001,26.068790892999999
153,1466,1135,福建医科大学,4135010392.000000000000000,福建省,福州市,本科,公办,福建医科大学(旗山校区),7c5e480bb9e69cb4acb22aae,闽侯县,119.181921799999998,26.072187190000001,57.1754990,119.182720137999993,26.073880147899999
154,1468,1136,福建中医药大学,4135010393.000000000000000,福建省,福州市,本科,公办,福建中医药大学(旗山校区),e3589c3c3411619cb2077dae,闽侯县,119.175013800000002,26.076386090000000,56.3642998,119.175344303000003,26.076456048200001
155,1461,1133,福建农林大学,4135010389.000000000000000,福建省,福州市,本科,公办,福建农林大学,b1c556e8c6f7820cb4265557,仓山区,119.232125499999995,26.085935809999999,109.2549973,119.232465106999996,26.086185324999999
156,1489,1144,三明学院,4135011311.000000000000000,福建省,三明市,本科,公办,三明学院,606289fd4d77d333a20464cb,三元区,117.559539099999995,26.196284089999999,38.2150993,117.560324222000006,26.198825960699999
157,2302,1779,湖南科技学院,4143010551.000000000000000,湖南省,永州市,本科,公办,湖南科技学院,bff8fa7d32dddea0c9213daf,零陵区,111.601253299999996,26.208942820000001,56.7327995,111.601271741999994,26.209057886499998
158,1498,1146,福建商学院,4135011313.000000000000000,福建省,福州市,本科,公办,福建商学院(连江校区),0e5b6139dc9d709d601c67ff,连江县,119.458906299999995,26.243000590000001,39.4081993,119.459098343999997,26.242938518399999
159,2931,2368,安顺学院,4152010667.000000000000000,贵州省,安顺市,本科,公办,安顺学院,93df0dc38bdbc656882fb5ea,西秀区,105.897730600000003,26.247415440000001,60.2397995,105.893980354000007,26.246767665099998
160,2949,2373,贵州民族大学,4152010672.000000000000000,贵州省,贵阳市,本科,公办,贵州民族大学(新校区),6cea90b1bc235eb30bccddeb,花溪区,106.616220600000005,26.378699760000000,98.2950974,106.618897270999994,26.377501817999999
161,2944,2372,贵州财经大学,4152010671.000000000000000,贵州省,贵阳市,本科,公办,贵州财经大学,0c8fce7205106300213bf289,花溪区,106.638659899999993,26.381827489999999,92.6610031,106.639018531999994,26.381173449999999
162,2923,2363,贵州中医药大学,4152010662.000000000000000,贵州省,贵阳市,本科,公办,贵州中医药大学(花溪新校区),dfd9617a8576c16b81a12eee,花溪区,106.616337999999999,26.387390210000000,81.9010010,106.616324688000006,26.387386951800000
163,2924,2364,贵州师范大学,4152010663.000000000000000,贵州省,贵阳市,本科,公办,贵州师范大学(东校区),5a642ee611d4bcb67ec876cc,花溪区,106.632239299999995,26.387021619999999,123.4479980,106.631640152000003,26.388164595599999
164,2966,2381,贵阳信息科技学院,4152013650.000000000000000,贵州省教育厅,贵阳市,本科,民办,贵阳信息科技学院(花溪校区),2508e3682ba299a7d618b709,花溪区,106.632247300000003,26.398334479999999,38.8235016,106.632073187000003,26.398347398100000
165,2911,2360,贵州大学,4152010657.000000000000000,贵州省,贵阳市,本科,公办,贵州大学(花溪南校区),bcaebff8a6bb832ac9e33cd5,花溪区,106.668077800000006,26.425317239999998,47.9034996,106.668011446999998,26.425804821900002
166,2910,2360,贵州大学,4152010657.000000000000000,贵州省,贵阳市,本科,公办,贵州大学(花溪东校区),ce7bfe9110bf1508e5e965a6,花溪区,106.668729700000000,26.447712939999999,42.4263000,106.668139893000003,26.447645378099999
167,2909,2360,贵州大学,4152010657.000000000000000,贵州省,贵阳市,本科,公办,贵州大学(西校区),8158cc1fad49f276c1f1cfba,花溪区,106.655846800000006,26.449463590000001,162.4409943,106.655476707000005,26.449405565799999
168,2948,2373,贵州民族大学,4152010672.000000000000000,贵州省,贵阳市,本科,公办,贵州民族大学,24d017cadde82507d4851f32,花溪区,106.666635299999996,26.467988420000001,37.4802017,106.666209817999999,26.466111403599999
169,2938,2370,凯里学院,4152010669.000000000000000,贵州省,黔东南苗族侗族自治州,本科,公办,凯里学院,befdb292eed8e1e08715416d,凯里市,107.888290799999993,26.527979070000001,61.9677010,107.888872739999996,26.528203240200000
170,2955,2374,贵阳学院,4152010976.000000000000000,贵州省,贵阳市,本科,公办,贵阳学院(软件分院),0f87a05ccd7dc602138824b3,南明区,106.769724999999994,26.559569929999999,34.6400986,106.773700800000000,26.560464525299999
171,2976,2387,贵州理工学院,4152014440.000000000000000,贵州省,贵阳市,本科,公办,贵州理工学院(蔡家关校区),812cc57549a17252220220e7,云岩区,106.654524100000003,26.564516059999999,40.4649010,106.654867221999993,26.563046932599999
172,2849,2255,攀枝花学院,4151011360.000000000000000,四川省,攀枝花市,本科,公办,攀枝花学院,535939c78acaafd4f13cba92,东区,101.724068299999999,26.571607210000000,42.4135017,101.723779131000001,26.571603224000000
173,2956,2375,六盘水师范学院,4152010977.000000000000000,贵州省,六盘水市,本科,公办,六盘水师范学院,852c9f4f647692226d20b9f7,钟山区,104.815799100000007,26.579213849999999,56.5803986,104.816654932000006,26.578182614999999
174,2972,2386,贵州师范学院,4152014223.000000000000000,贵州省,贵阳市,本科,公办,贵州师范学院,a945555b5b2ff396deee8bd3,乌当区,106.793544900000001,26.646324159999999,31.6791992,106.793564337999996,26.646188250700000
175,1479,1140,宁德师范学院,4135010398.000000000000000,福建省,宁德市,本科,公办,宁德师范学院(新校区),b4030cf9e428f67581a12ee9,蕉城区,119.588938299999995,26.659836519999999,60.1688004,119.588811492000005,26.659789733800000
176,2925,2364,贵州师范大学,4152010663.000000000000000,贵州省,贵阳市,本科,公办,贵州师范大学(白云校区),19651c5e84a04cf8da2f28f6,白云区,106.620448800000005,26.718399920000000,30.8381004,106.620436493000000,26.718579373200001
177,2957,2376,贵州商学院,4152011731.000000000000000,贵州省,贵阳市,本科,公办,贵州商学院(白云校区),73ace64ba531920d8a36ee7d,白云区,106.625178399999996,26.730192939999998,39.1114998,106.624991215999998,26.730197361700000
178,2287,1775,衡阳师范学院,4143010546.000000000000000,湖南省,衡阳市,本科,公办,衡阳师范学院(西校区),ccd1c7f87c4af995eedfca79,雁峰区,112.621093200000004,26.866089410000001,29.6609001,112.621499166000007,26.866162716900000
179,2316,1782,南华大学,4143010555.000000000000000,湖南省,衡阳市,本科,公办,南华大学(雨母校区),cc0849a05b90c350940319fa,蒸湘区,112.511695900000007,26.882882349999999,81.9217987,112.511166572999997,26.883753308500001
