FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,lngC,latC
549,1072,748,盐城工学院,4132010305.000000000000000,江苏省,盐城市,本科,公办,盐城工学院(南校区),da583c5836aff47b100daa84,亭湖区,120.193880600000000,33.383691740000003,119.9950027,120.193550725999998,33.383771100399997
550,1096,765,淮阴工学院,4132011049.000000000000000,江苏省,淮安市,本科,公办,淮阴工学院(枚乘路校区),b518889b660b1040fb22137b,清江浦区,119.030360000000002,33.549545569999999,106.8730011,119.030322243000001,33.549658332900002
551,1386,1027,宿州学院,4134010379.000000000000000,安徽省,宿州市,本科,公办,宿州学院,dc0f0adc1b329822f82213cd,埇桥区,117.071626199999997,33.635072039999997,46.0964012,117.071537387999996,33.634400230499999
552,2088,1531,河南科技职业大学,4141014169.000000000000000,河南省教育厅,周口市,本科,民办,河南科技职业大学,d9839ee3e4ff55dfe0110348,川汇区,114.722294399999996,33.633722749999997,53.6441002,114.722257154000005,33.636212682500002
553,1964,1492,周口师范学院,4141010478.000000000000000,河南省,周口市,本科,公办,周口师范学院,ac4c8159c72f04dd1f1d1186,川汇区,114.677699399999995,33.637628829999997,89.0792999,114.677673106000000,33.638792307099997
554,1085,756,淮阴师范学院,4132010323.000000000000000,江苏省,淮安市,本科,公办,淮阴师范学院,82eafb320dc0699114c8f6ed,淮阴区,119.001805800000000,33.643205530000003,80.6066971,119.002580679999994,33.644119677600003
555,1998,1501,平顶山学院,4141010919.000000000000000,河南省,平顶山市,本科,公办,平顶山学院(湖滨校区),6288e6953e372ba4c51b75b0,新华区,113.203840000000000,33.747767240000002,62.3199997,113.203572269000006,33.748187766699999
556,2044,1511,河南城建学院,4141011765.000000000000000,河南省,平顶山市,本科,公办,河南城建学院,7a670e79d6eaea0ab1077d0c,新华区,113.180332600000000,33.774883000000003,84.5858994,113.181678387999995,33.774192917000001
557,1421,1039,亳州学院,4134012926.000000000000000,安徽省,亳州市,本科,公办,亳州学院,b17225cff192dc2a33169b45,谯城区,115.763187200000004,33.803933809999997,59.3886986,115.763145879999996,33.803896097600003
558,1373,1022,淮北师范大学,4134010373.000000000000000,安徽省,淮北市,本科,公办,淮北师范大学(滨湖校区),0a9134cfe01f492cc9fa5fe9,烈山区,116.870034000000004,33.910521240000001,99.4598999,116.873603828000000,33.912199084900003
559,1149,806,宿迁学院,4132014160.000000000000000,江苏省,宿迁市,本科,公办,宿迁学院,8d96925cce203b45c0f1cfb1,宿城区,118.291206399999993,33.931965300000002,73.9936981,118.291088290000005,33.931102939900001
560,1372,1022,淮北师范大学,4134010373.000000000000000,安徽省,淮北市,本科,公办,淮北师范大学,e5ea0d1b5d008c6f2b06ce44,相山区,116.805611900000002,33.985137629999997,41.4053001,116.805445262999996,33.985302132100003
561,3124,2530,西安建筑科技大学,4161010703.000000000000000,陕西省,西安市,本科,公办,西安建筑科技大学(草堂校区),b0e2f05b3c3547d66f3e1b7e,鄠邑区,108.748870699999998,34.017893160000000,144.4440002,108.749511924999993,34.017318858700001
562,3226,2560,西安翻译学院,4161012714.000000000000000,陕西省教育厅,西安市,本科,民办,西安翻译学院,4f1683d2f8e531a0246e98f4,长安区,109.005412100000001,34.025654189999997,48.3456993,109.001857716999993,34.026385360900001
563,3107,2526,西北工业大学,4161010699.000000000000000,工业和信息化部,西安市,本科,公办,西北工业大学(长安校区),ac5e594a4e2716d31d580047,长安区,108.760440900000006,34.034939240000000,183.4779968,108.759516598000005,34.030521859099998
564,1971,1494,许昌学院,4141010480.000000000000000,河南省,许昌市,本科,公办,许昌学院,a9797f22d12370e14051c0f3,魏都区,113.863371700000002,34.045208580000001,62.8176994,113.864156623000000,34.044995031799999
565,3252,2575,西安明德理工学院,4161013894.000000000000000,陕西省教育厅,西安市,本科,民办,西安明德理工学院,fd34c861f7e13162fe0eb088,长安区,108.780722299999994,34.047215000000001,37.6612015,108.781039265999993,34.046914753700001
566,3242,2567,西北大学现代学院,4161013678.000000000000000,陕西省教育厅,西安市,本科,民办,西北大学现代学院,43b7e8894018926958f6be46,长安区,108.790251299999994,34.050597910000000,37.4151001,108.789699014000007,34.050485155899999
567,3182,2546,西安体育学院,4161010727.000000000000000,陕西省,西安市,本科,公办,西安体育学院鄠邑校区,c0f20bf951949b93d12dd66b,鄠邑区,108.632515699999999,34.097027359999998,48.9371986,108.632860491000002,34.094704899100002
568,3255,2579,西安科技大学高新学院,4161014042.000000000000000,陕西省教育厅,西安市,本科,民办,西安科技大学高新学院,7388dffd294352e8d3ff2343,长安区,108.879651300000006,34.105710049999999,37.3623009,108.879510843999995,34.105190288099998
569,3133,2532,西安石油大学,4161010705.000000000000000,陕西省,西安市,本科,公办,西安石油大学(鄠邑校区),af1ae56b3a7a0c6f4207c106,鄠邑区,108.649297300000001,34.104464640000003,97.8405991,108.649131654000001,34.104282746899997
570,3253,2576,西安信息职业大学,4161014030.000000000000000,陕西省教育厅,西安市,本科,民办,西安信息职业大学,a6b7cd1ae258263dc51b7570,长安区,108.937991800000006,34.117705940000000,44.2135010,108.937535803000003,34.117255096199997
571,3203,2554,西安财经大学,4161011560.000000000000000,陕西省,西安市,本科,公办,西安财经大学(长安校区),c5ddcc088770a0bbd81318cf,长安区,108.930496500000004,34.116343770000000,78.5460968,108.929648689000004,34.116858606800001
572,3200,2553,西安培华学院,4161011400.000000000000000,陕西省教育厅,西安市,本科,民办,西安培华学院(长安校区),f633606a9e8c3f330b69d940,长安区,108.931158600000003,34.124807990000001,46.0385017,108.930146965000006,34.124737867400000
573,3257,2580,陕西学前师范学院,4161014390.000000000000000,陕西省,西安市,本科,公办,陕西学前师范学院(长安校区),0a46dc0f944c53233062120f,长安区,108.929773400000002,34.130738360000002,39.5087013,108.929631313000002,34.130730555600003
574,3116,2528,西安电子科技大学,4161010701.000000000000000,教育部,西安市,本科,公办,西安电子科技大学(南校区),effb1b0b474e3ad9420245cb,长安区,108.828996300000000,34.124790599999997,204.1239929,108.828967706000000,34.124770045900000
575,3229,2561,西京学院,4161012715.000000000000000,陕西省教育厅,西安市,本科,民办,西京学院,4edf9fbf0bba2a94cc06a458,长安区,108.924723900000004,34.134805620000002,82.2810974,108.924867579999997,34.134739646699998
576,3174,2544,西安外国语大学,4161010724.000000000000000,陕西省,西安市,本科,公办,西安外国语大学(长安校区),101bc61b334d24a3c42ba158,长安区,108.871503599999997,34.137237630000001,50.1649017,108.870536931000004,34.138887117000003
577,3096,2524,西北大学,4161010697.000000000000000,陕西省,西安市,本科,公办,西北大学(长安校区),61b848b2be66eaaadbd891cf,长安区,108.870001700000003,34.146637130000002,77.8489990,108.869988915999997,34.146618736599997
578,3177,2545,西北政法大学,4161010726.000000000000000,陕西省,西安市,本科,公办,西北政法大学(长安校区),f0468d3be4106ff22fb17eb7,长安区,108.911286599999997,34.155960610000001,60.8236008,108.910471438000002,34.155457791700002
579,3212,2555,西安邮电大学,4161011664.000000000000000,陕西省,西安市,本科,公办,西安邮电大学(长安校区),3f9d06d9e22b3fe825d2bbf6,长安区,108.898611700000004,34.154977889999998,65.1978989,108.897503861999994,34.155295951500001
580,3222,2558,西安欧亚学院,4161012712.000000000000000,陕西省教育厅,西安市,本科,民办,西安欧亚学院,2f527cb3f49580657dc876a5,雁塔区,108.917334100000005,34.178268000000003,57.4729996,108.918164567999995,34.178991698499999
581,1117,774,徐州工程学院,4132011998.000000000000000,江苏省,徐州市,本科,公办,徐州工程学院(中心校区),b06204b463e4dc4117c8f610,云龙区,117.293481099999994,34.195021619999999,60.0660019,117.295921132000004,34.194643480000003
582,1079,755,江苏师范大学,4132010320.000000000000000,江苏省,徐州市,本科,公办,江苏师范大学(泉山校区),3d8d3dfaed7242112002203e,铜山区,117.174343699999994,34.198119740000003,84.0624008,117.173787254000004,34.197561876499996
583,3155,2538,陕西师范大学,4161010718.000000000000000,教育部,西安市,本科,公办,陕西师范大学(雁塔校区),5d9f9623d54c9903c356ac85,雁塔区,108.947847199999998,34.206273760000002,37.3081017,108.947410876999996,34.205744840800001
584,3102,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(雁塔校区),4edf9fbf3f91c697cc06a47f,雁塔区,108.936023199999994,34.218707029999997,33.1455002,108.936121330999995,34.217734024999999
585,3189,2549,西安文理学院,4161011080.000000000000000,陕西省,西安市,本科,公办,西安文理学院,d4034eb366c7db88c03644ea,雁塔区,108.901461100000006,34.217357640000003,39.1744003,108.901469551000005,34.217333015800001
586,1050,738,中国矿业大学,4132010290.000000000000000,教育部,徐州市,本科,公办,中国矿业大学(南湖校区),9c5e0ab28ed7498aa01de9a2,铜山区,117.139435000000006,34.216400329999999,182.6000061,117.139285753999999,34.215454780199998
587,3111,2527,西安理工大学,4161010700.000000000000000,陕西省,西安市,本科,公办,西安理工大学(曲江校区),bd5046e855f6b340d62ce2b5,雁塔区,108.991262500000005,34.222632910000002,42.1656990,108.988861360000001,34.222912877399999
588,1051,738,中国矿业大学,4132010290.000000000000000,教育部,徐州市,本科,公办,中国矿业大学(文昌校区),9c004423bdb93812f11937ad,泉山区,117.194903800000006,34.219846230000002,93.0334015,117.195327938999995,34.220226089599997
589,3101,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(曲江校区),1de2ab509879aa1ac6effb98,雁塔区,108.995587299999997,34.225776969999998,46.7361984,108.998020554999997,34.225470526199999
590,3244,2569,西安财经大学行知学院,4161013680.000000000000000,陕西省教育厅,西安市,本科,民办,西安财经大学行知学院,7bfa08fc6586f27f25d2bb4b,灞桥区,109.091163499999993,34.229257820000001,32.2421989,109.091231078000007,34.229217932399997
591,3223,2559,西安外事学院,4161012713.000000000000000,陕西省教育厅,西安市,本科,民办,西安外事学院(南校区),97422fc1565e6454e311038e,雁塔区,108.863728199999997,34.232083879999998,37.8031998,108.863642695999999,34.231666435800001
592,3117,2528,西安电子科技大学,4161010701.000000000000000,教育部,西安市,本科,公办,西安电子科技大学(北校区),0aa039e54330466db8bd6349,雁塔区,108.912135100000000,34.232480279999997,35.8548012,108.913154133000006,34.233786608000003
593,3232,2562,西安思源学院,4161013121.000000000000000,陕西省教育厅,西安市,本科,民办,西安思源学院,eb23299cf9207e14b020a8d7,灞桥区,109.075068299999998,34.236078780000000,31.1872997,109.073796689000005,34.237928256499998
594,3123,2530,西安建筑科技大学,4161010703.000000000000000,陕西省,西安市,本科,公办,西安建筑科技大学(雁塔校区),d6c5d991375a41e830169b54,碑林区,108.962024600000007,34.238976639999997,29.8003998,108.962197423000006,34.239720245800001
595,3106,2526,西北工业大学,4161010699.000000000000000,工业和信息化部,西安市,本科,公办,西北工业大学(友谊校区),c332966b1c0ad5c2d6b74eb2,碑林区,108.910713999999999,34.246232499999998,58.7555008,108.910757942999993,34.246232753100003
596,3100,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(兴庆校区),d67ad39faf3a5d6929201a71,碑林区,108.978903700000004,34.247753490000001,88.5721970,108.979442382000002,34.247360454199999
597,1076,751,徐州医科大学,4132010313.000000000000000,江苏省,徐州市,本科,公办,徐州医科大学(主校区),2b5c6a9c9e1f78147369d3df,云龙区,117.251205799999994,34.262764259999997,54.7897987,117.251171428000006,34.262637696600002
598,3149,2536,西北农林科技大学,4161010712.000000000000000,教育部,咸阳市,本科,公办,西北农林科技大学(南校区),2874b79e77c6630681288a1c,杨陵区,108.066808499999993,34.260925329999999,115.9599991,108.064258539999997,34.262843029800003
599,3148,2536,西北农林科技大学,4161010712.000000000000000,教育部,咸阳市,本科,公办,西北农林科技大学(北校区),7ee9423748b0954c8c55ec48,杨陵区,108.067879500000004,34.287179399999999,100.1630020,108.067792969999999,34.287271548000000
600,3235,2563,陕西国际商贸学院,4161013123.000000000000000,陕西省教育厅,咸阳市,本科,民办,陕西国际商贸学院,edddd3aad9b995275cbe8628,秦都区,108.711376599999994,34.301034580000000,36.5545006,108.714740504999995,34.299339277300000
601,1142,799,江苏师范大学科文学院,4132013988.000000000000000,江苏省教育厅,徐州市,本科,民办,江苏师范大学科文学院(潘安湖校区),f48fd50b744c77bc04fef577,贾汪区,117.367477800000003,34.348498229999997,94.9941025,117.368956157000000,34.346591086399997
602,3164,2541,宝鸡文理学院,4161010721.000000000000000,陕西省,宝鸡市,本科,公办,宝鸡文理学院(高新校区),c2eb847c9fffc55e4f6d46b4,渭滨区,107.205258599999993,34.350360530000003,45.8133011,107.207720945000005,34.351243367700000
603,3089,2519,西藏民族大学,4154010695.000000000000000,西藏自治区,咸阳市,本科,公办,西藏民族大学,6fddd7fdb42ad27f3517dceb,渭城区,108.728051199999996,34.351091500000003,35.5760994,108.728073738000006,34.351147697899997
604,3167,2542,咸阳师范学院,4161010722.000000000000000,陕西省,咸阳市,本科,公办,咸阳师范学院(渭城校区),53cebd50e71191612a02e1eb,渭城区,108.723565199999996,34.362824719999999,37.5852013,108.723575926999999,34.362921541200002
605,2070,1520,商丘工学院,4141013500.000000000000000,河南省教育厅,商丘市,本科,民办,商丘工学院(新校区),e9621c65b748cf75d72ce280,梁园区,115.706007200000002,34.363643029999999,30.7583008,115.705859027000002,34.363793290899999
606,3140,2534,西安工程大学,4161010709.000000000000000,陕西省,西安市,本科,公办,西安工程大学(临潼校区),22a5dd814439a1909fec2b52,临潼区,109.181130800000005,34.366264110000003,60.2369995,109.181148496000006,34.366369299600002
607,3127,2531,西安科技大学,4161010704.000000000000000,陕西省,西安市,本科,公办,西安科技大学临潼校区(骊山校园),1f23250cd07c4c82b23c8164,临潼区,109.188399099999998,34.366399340000001,59.5732994,109.188038419999998,34.366697554100000
608,3241,2566,西安交通大学城市学院,4161013677.000000000000000,陕西省教育厅,西安市,本科,民办,西安交通大学城市学院,2a443b7d1620d50077026964,未央区,108.854742099999996,34.371199509999997,33.4931984,108.854925234999996,34.372051824600000
609,3144,2535,长安大学,4161010710.000000000000000,教育部,西安市,本科,公办,长安大学(渭水校区),5f4d59aadca26761c61b7565,未央区,108.900225899999995,34.372627100000003,152.7129974,108.897599043000000,34.371660978999998
610,3135,2533,陕西科技大学,4161010708.000000000000000,陕西省,西安市,本科,公办,陕西科技大学(西安校区),34e48508a9b8fbe1d8d89145,未央区,108.972425099999995,34.379164019999997,47.8049011,108.972232383000005,34.379581737400002
611,3120,2529,西安工业大学,4161010702.000000000000000,陕西省,西安市,本科,公办,西安工业大学(未央校区),a7e22a4a0de17bcb4d776e62,未央区,108.981096500000007,34.381122120000001,58.5926018,108.981281941000006,34.380743214600002
612,2091,1533,郑州西亚斯学院,4141014654.000000000000000,河南省教育厅,郑州市,本科,民办,郑州西亚斯学院,12d21a4e59b7691188db73e4,新郑市,113.759267399999999,34.401062050000000,104.2949982,113.758657267000004,34.402702383899999
613,2084,1529,商丘学院,4141014003.000000000000000,河南省教育厅,商丘市,本科,民办,商丘学院,48506d14a72b250a601c6750,梁园区,115.714651599999996,34.407342849999999,96.1708984,115.713888108999996,34.407886926899998
614,2056,1516,郑州工业应用技术学院,4141012747.000000000000000,河南省教育厅,郑州市,本科,民办,郑州工业应用技术学院,da8fe7b95bd2d16102294fb8,新郑市,113.751227099999994,34.413830439999998,69.8107986,113.752058446999996,34.413390773800003
615,2069,1520,商丘工学院,4141013500.000000000000000,河南省教育厅,商丘市,本科,民办,商丘工学院,971af6102915c051bca24019,梁园区,115.680749199999994,34.419774179999997,34.6539001,115.680377633000006,34.420002387600000
616,1981,1497,商丘师范学院,4141010483.000000000000000,河南省,商丘市,本科,公办,商丘师范学院(梁园校区),754b40267ffd60672b3a9f7a,梁园区,115.614566800000006,34.435787840000003,85.4400024,115.614504253999996,34.436012275800003
617,3251,2574,西安汽车职业大学,4161013738.000000000000000,陕西省教育厅,西安市,本科,民办,西安汽车职业大学(临潼校区),bf2ea57467f02a2b5b10935b,临潼区,109.176144100000002,34.445155530000001,48.6044998,109.175688969000007,34.443524519800000
618,3169,2543,渭南师范学院,4161010723.000000000000000,陕西省,渭南市,本科,公办,渭南师范学院,23116913c69c5ffd734b8721,临渭区,109.459897200000000,34.492913770000001,45.4412994,109.459758750000006,34.492924520000003
619,2064,1518,郑州财经学院,4141013497.000000000000000,河南省教育厅,郑州市,本科,民办,郑州财经学院(航空港校区),64885dfb26ba04770782c2fd,中牟县,113.940213400000005,34.574333910000000,86.6801987,113.940140290000002,34.574385638499997
620,1927,1483,中原工学院,4141010465.000000000000000,河南省,郑州市,本科,公办,中原工学院(龙湖校区),d33ce30ddd0f4909eedfca21,新郑市,113.678645000000003,34.586709350000000,63.6706009,113.681510811999999,34.586579014500003
621,2090,1532,郑州升达经贸管理学院,4141014333.000000000000000,河南省教育厅,郑州市,本科,民办,郑州升达经贸管理学院,db120b717c4f3856b5f42f0d,新郑市,113.684486899999996,34.593709859999997,60.5802002,113.684477207000000,34.593775844900001
622,2011,1503,洛阳理工学院,4141011070.000000000000000,河南省,洛阳市,本科,公办,洛阳理工学院(王城校区),d6248c811156077edbecedd3,洛龙区,112.428961500000000,34.607124659999997,56.6240005,112.428653366000006,34.607034339099997
623,1111,773,江苏海洋大学,4132011641.000000000000000,江苏省,连云港市,本科,公办,江苏海洋大学,589ff7a1ada98e817adbd279,海州区,119.214827499999998,34.607992809999999,73.1572037,119.214029308999997,34.608085376600002
624,2010,1503,洛阳理工学院,4141011070.000000000000000,河南省,洛阳市,本科,公办,洛阳理工学院(开元校区),aeb235931404e09b6b49f3e0,洛龙区,112.413541199999997,34.614227360000001,50.3004990,112.413478101999999,34.614035600000001
625,2081,1528,郑州经贸学院,4141013508.000000000000000,河南省教育厅,郑州市,本科,民办,郑州经贸学院,7e4eb6453b1358530c0e6be7,新郑市,113.713775900000002,34.616561920000002,52.9086990,113.713614144000005,34.616619857600000
626,2030,1508,河南工程学院,4141011517.000000000000000,河南省,郑州市,本科,公办,河南工程学院,78bd658f97d5397c51e5c54b,新郑市,113.685859100000002,34.624491640000002,140.2749939,113.689952023999993,34.620046276300002
627,3216,2556,西安航空学院,4161011736.000000000000000,陕西省,西安市,本科,公办,西安航空学院(阎良校区),1294066e0f32f36bb817e704,阎良区,109.207025500000000,34.630473260000002,57.7140007,109.204433778999999,34.630026817800001
628,1979,1496,洛阳师范学院,4141010482.000000000000000,河南省,洛阳市,本科,公办,洛阳师范学院,51a8d50c7c8ac1e3fa0cad24,洛龙区,112.600656000000001,34.630674560000003,156.3099976,112.600152140000006,34.630686443800002
629,1132,791,南京医科大学康达学院,4132013980.000000000000000,江苏省教育厅,连云港市,本科,民办,南京医科大学康达学院,02412060706efe87f60e774c,海州区,119.223700500000007,34.651616939999997,29.8554993,119.223315611999993,34.652066426700003
630,2049,1513,黄河科技学院,4141011834.000000000000000,河南省教育厅,郑州市,本科,民办,黄河科技学院,693a43e0ee60791b02294f5a,管城回族区,113.670423600000007,34.688807769999997,91.3768997,113.670270074000001,34.688810559700002
631,2053,1515,郑州科技学院,4141012746.000000000000000,河南省教育厅,郑州市,本科,民办,郑州科技学院,4fc3161ad008d7a93a13fdca,二七区,113.505881099999996,34.709106009999999,58.3036003,113.502923014999993,34.708482094499999
632,1902,1478,郑州大学,4141010459.000000000000000,河南省,郑州市,本科,公办,郑州大学(南校区),e6ee2fd2a4f5ae352b11d142,二七区,113.633375599999994,34.743491970000001,42.5836983,113.632535262000005,34.744186329900003
633,2085,1530,郑州商学院,4141014040.000000000000000,河南省教育厅,郑州市,本科,民办,郑州商学院(紫荆东校区),f450b06ff7cec75ad81318d9,巩义市,113.022955899999999,34.761773099999999,64.5431976,113.022980695000001,34.761151568499997
634,1802,1356,枣庄学院,4137010904.000000000000000,山东省,枣庄市,本科,公办,枣庄学院(新校区),112e412ba60de5eae115f92f,薛城区,117.316446499999998,34.763100809999997,109.9629974,117.313427110999996,34.764089158499999
635,3170,2543,渭南师范学院,4161010723.000000000000000,陕西省,渭南市,本科,公办,渭南师范学院富平校区,5bcc5f23a86cc5b90869d90d,富平县,109.160047300000002,34.770924500000000,43.8866997,109.161252963999999,34.770999729600000
636,1894,1477,华北水利水电大学,4141010078.000000000000000,河南省,郑州市,本科,公办,华北水利水电大学(龙子湖校区),4f0309fb88b687e554bfffba,金水区,113.787045599999999,34.782269380000002,97.6404037,113.787781269000007,34.782355239600001
637,1983,1498,河南财经政法大学,4141010484.000000000000000,河南省,郑州市,本科,公办,河南财经政法大学(郑东校区),598249e83d8524334002458a,金水区,113.812713799999997,34.780715639999997,82.4175034,113.813742567000006,34.783605705299998
638,1989,1499,郑州航空工业管理学院,4141010485.000000000000000,河南省,郑州市,本科,公办,郑州航空工业管理学院(龙子湖校区),8cd63472018fd26e45e27443,金水区,113.781109499999999,34.789505460000001,87.7688980,113.781698462999998,34.789935739599997
639,2047,1512,河南警察学院,4141011788.000000000000000,河南省,郑州市,本科,公办,河南警察学院,2e00c5ddb735971cd6851fa7,金水区,113.815516900000006,34.792150800000002,61.2979012,113.816563651999999,34.792043672399998
640,1932,1484,河南农业大学,4141010466.000000000000000,河南省,郑州市,本科,公办,河南农业大学(龙子湖校区),2e00c5dd6737e761d7851f5c,金水区,113.815871599999994,34.800199130000003,92.6055984,113.817137419000005,34.799721870500001
641,1938,1486,河南牧业经济学院,4141010469.000000000000000,河南省,郑州市,本科,公办,河南牧业经济学院(龙子湖校区),f9fd6062fec7e0620e0e6ba1,金水区,113.808879000000005,34.804946819999998,52.9622002,113.808822985000006,34.804881549299999
642,2036,1509,河南财政金融学院,4141011652.000000000000000,河南省,郑州市,本科,公办,河南财政金融学院(龙子湖校区),0a4e998fc79cd848abf7290c,金水区,113.801971300000005,34.806363070000003,55.0652008,113.801895348000002,34.806348450500003
643,1919,1480,郑州轻工业大学,4141010462.000000000000000,河南省,郑州市,本科,公办,郑州轻工业大学(科学校区),648ae22696ea1b17725e80b0,中原区,113.503447300000005,34.811813950000001,42.9202003,113.503004431999997,34.812061782999997
644,1954,1489,河南大学,4141010475.000000000000000,河南省,开封市,本科,公办,河南大学(明伦校区),ff2d1d4fc6b02a6cc6f025ba,顺河回族区,114.363327799999993,34.812146700000000,43.7286987,114.363478752999995,34.812242677500002
645,1955,1489,河南大学,4141010475.000000000000000,河南省,开封市,本科,公办,河南大学(金明校区),281e7327e2cd14c8841541cb,龙亭区,114.303554000000005,34.818065900000001,117.6999969,114.303052816999994,34.818036300300001
646,1901,1478,郑州大学,4141010459.000000000000000,河南省,郑州市,本科,公办,郑州大学,fc7675243777ff844f776ea6,中原区,113.526276999999993,34.815504930000003,216.5529938,113.529624783000003,34.818013288200000
647,1922,1481,河南工业大学,4141010463.000000000000000,河南省,郑州市,本科,公办,河南工业大学(莲花街校区),63bdc5aa6d341bf38bdb737e,中原区,113.543638099999995,34.832089770000003,108.8870010,113.543736973999998,34.832118401300001
648,2062,1518,郑州财经学院,4141013497.000000000000000,河南省教育厅,郑州市,本科,民办,郑州财经学院,49de8718e886ad07b726555c,惠济区,113.595072000000002,34.862535209999997,33.8111000,113.594681571999999,34.862550248600002
649,1937,1486,河南牧业经济学院,4141010469.000000000000000,河南省,郑州市,本科,公办,河南牧业经济学院(英才校区),c7eca12b70aacd37e115f9fa,惠济区,113.635749799999999,34.862831669999998,32.5607986,113.635346565999996,34.863263455300000
650,2059,1517,郑州师范学院,4141012949.000000000000000,河南省,郑州市,本科,公办,郑州师范学院(东校区),602ee01217fec86f2fb96d17,惠济区,113.650456500000004,34.862505339999998,38.4995003,113.651032008000001,34.863872192300001
651,1801,1356,枣庄学院,4137010904.000000000000000,山东省,枣庄市,本科,公办,枣庄学院,4ef73603a3c29d22626858c7,市中区,117.532338100000004,34.902168910000000,57.2195015,117.532501546999995,34.902133029200002
652,3307,2634,甘肃民族师范学院,4162011561.000000000000000,甘肃省,甘南藏族自治州,本科,公办,甘肃民族师范学院,eef2d528066abbda3be4a609,合作市,102.892515399999994,34.962652020000000,67.8217010,102.892559267999999,34.962433346200001
653,2077,1525,新乡医学院三全学院,4141013505.000000000000000,河南省教育厅,新乡市,本科,民办,新乡医学院三全学院(平原校区),7bd4484efb8bc7d4774ff1b2,原阳县,113.674212600000004,34.993667819999999,66.7702026,113.673505582000004,34.993996759600002
654,462,302,运城职业技术大学,4114014226.000000000000000,山西省教育厅,运城市,本科,民办,运城职业技术大学,d7fd2ad35a70ed2a0bccdd28,盐湖区,111.003178899999995,35.073137389999999,67.2953033,111.003613689999995,35.072916390099998
655,2067,1519,黄河交通学院,4141013498.000000000000000,河南省教育厅,焦作市,本科,民办,黄河交通学院(河朔校区),7ede9603d57457e515a190dc,武陟县,113.441464800000006,35.087787419999998,62.7682991,113.441755029999996,35.088096622400002
656,1768,1347,临沂大学,4137010452.000000000000000,山东省,临沂市,本科,公办,临沂大学,8542cab8ca7a47e47402691f,兰山区,118.286488700000007,35.117826639999997,275.5140076,118.283092276999994,35.120457721299999
657,422,284,运城学院,4114010123.000000000000000,山西省,运城市,本科,公办,运城学院,828678d3026023702cb96d30,盐湖区,110.926541400000005,35.124777569999999,140.2870026,110.926520065999995,35.124775925199998
658,1909,1479,河南理工大学,4141010460.000000000000000,河南省,焦作市,本科,公办,河南理工大学(南校区),7ceb7cecdaa425b16c3e1b04,山阳区,113.261262400000007,35.188221800000001,130.1929932,113.261511580000004,35.188579982000000
659,1782,1350,菏泽学院,4137010455.000000000000000,山东省,菏泽市,本科,公办,菏泽学院(北校区),d5f93c0e24c46d5decdfcae3,牡丹区,115.459648799999997,35.271699159999997,53.9277000,115.460569140000004,35.271726107299997
660,1936,1485,河南科技学院,4141010467.000000000000000,河南省,新乡市,本科,公办,河南科技学院,026dbe577861583d3717dc56,红旗区,113.932721099999995,35.281049130000000,103.0070038,113.936646252000003,35.280329322900002
661,1952,1488,新乡医学院,4141010472.000000000000000,河南省,新乡市,本科,公办,新乡医学院,83b0e203f9ba21d0ae31e5e3,红旗区,113.926979799999998,35.289688409999997,64.5959015,113.927727443999999,35.289364049600003
662,2014,1504,新乡学院,4141011071.000000000000000,河南省,新乡市,本科,公办,新乡学院,87e97cab13e07395f32d8347,红旗区,113.935470899999999,35.292096000000001,75.3828964,113.935420339999993,35.291976865700001
663,2022,1506,河南工学院,4141011329.000000000000000,河南省,新乡市,本科,公办,河南工学院,54b01dfdc90af26d1a11d58a,红旗区,113.948079300000003,35.301163369999998,61.4704018,113.948094494000003,35.301158639900002
664,1958,1490,河南师范大学,4141010476.000000000000000,河南省,新乡市,本科,公办,河南师范大学(东校区),99a5e5280715647a38221c14,牧野区,113.914054500000006,35.327273980000001,40.2561989,113.914030010999994,35.328044108199997
665,1957,1490,河南师范大学,4141010476.000000000000000,河南省,新乡市,本科,公办,河南师范大学,844a750e374016c7636858b5,牧野区,113.909624699999995,35.328205429999997,52.7425003,113.907333559999998,35.328975651999997
666,1740,1340,济宁医学院,4137010443.000000000000000,山东省,济宁市,本科,公办,济宁医学院(太白湖校区),8fd9abc5ffe747613517dc49,任城区,116.575274300000004,35.337574840000002,44.8862000,116.575263241000002,35.337609212399997
667,1865,1379,山东外国语职业技术大学,4137013387.000000000000000,山东省教育厅,日照市,本科,民办,山东外国语职业技术大学,926f0547e8af3786c909f038,东港区,119.526556099999993,35.470324570000002,69.7973022,119.527312127000002,35.470725956000003
668,453,297,山西科技学院,4114013597.000000000000000,山西省,晋城市,本科,公办,山西科技学院,57547ad3c576a1d402294ff6,泽州县,112.937901999999994,35.536726350000002,89.5379028,112.940174799999994,35.536236478500001
669,1780,1349,济宁学院,4137010454.000000000000000,山东省,济宁市,本科,公办,济宁学院,aa40108bae731614c5effb0b,曲阜市,116.952428200000000,35.548646990000002,50.0681000,116.952361728000000,35.548685238799997
